360448,9/14/12 2:17 AM,160 Stuart St Boston Ma 02116,-71.066217,42.351097,9/14/12 2:22 AM,170 Huntington Ave Boston Ma,-71.082632,42.344955
360449,9/14/12 2:18 AM,240 Tremont St Boston Ma 02116,-71.065113,42.350948,9/14/12 2:25 AM,160 Huntington Ave Boston Ma,-71.082703,42.345113
360450,9/14/12 2:20 AM,185 Causeway St Boston Ma 02114,-71.060195,42.3661,9/14/12 2:27 AM,480 Beacon St Boston Ma 02115,-71.089108,42.350977
458776,9/13/12 2:04 AM,140 Boylston St Boston Ma 02116,-71.066057,42.352833,9/13/12 2:14 AM,Unnamed Road Boston Ma,-71.120325,42.364975
196641,9/12/12 2:00 AM,170 Brookline Ave Boston Ma 02215,-71.101307,42.344508,9/12/12 2:06 AM,Fairfield St Boston Ma,-71.08361,42.352605
557090,9/22/12 2:02 AM,93 Huntington Ave Boston Ma,-71.079492,42.34693,9/22/12 2:11 AM,35 Mount Vernon St Boston Ma 02108,-71.066137,42.358398
65571,9/3/12 2:03 AM,Northern Ave Boston Ma,-71.047268,42.352553,9/3/12 2:10 AM,349 Hanover St Boston Ma 02113,-71.05328,42.365035
557092,9/22/12 2:02 AM,60 School St Boston Ma 02108,-71.059783,42.357875,9/22/12 2:23 AM,3770 Washington St Boston Ma 02130,-71.113212,42.30038
65573,9/3/12 2:04 AM,97 Harvard Ave Boston Ma 02134,-71.132153,42.353163,9/3/12 2:16 AM,90 Scotia St Boston Ma 02115,-71.085225,42.34678
65574,9/3/12 2:05 AM,542 Tremont St Boston Ma 02116,-71.071152,42.344302,9/3/12 2:06 AM,658 Tremont St Boston Ma 02118,-71.075712,42.341737
65583,9/3/12 2:12 AM,350 Boylston St Boston Ma 02116,-71.071195,42.351655,9/3/12 2:18 AM,1270 Boylston St Boston Ma 02215,-71.095387,42.345197
393269,9/16/12 2:52 AM,40 Francis St Boston Ma 02215,-71.10712,42.335628,9/16/12 2:56 AM,40 Brookwood Ter Boston Ma 02215,-71.107623,42.338788
557117,9/22/12 2:15 AM,112 Causeway St Boston Ma 02114,-71.061345,42.365552,9/22/12 2:15 AM,91 Causeway St Boston Ma 02114,-71.062222,42.365055
360510,9/22/12 2:24 AM,24 Massachusetts Ave Boston Ma 02115,-71.089347,42.350695,9/22/12 2:27 AM,836 Beacon St Boston Ma,-71.103117,42.347358
32831,9/3/12 2:22 AM,Unnamed Road Boston Ma,-71.05633,42.350185,9/3/12 2:33 AM,Unnamed Road Boston Ma,-71.081085,42.346038
32832,9/3/12 2:23 AM,440 Huntington Ave Boston Ma,-71.092327,42.338937,9/3/12 2:32 AM,40 Buswell St Boston Ma 02215,-71.105753,42.347607
360513,9/22/12 2:27 AM,30 Lansdowne St Boston Ma 02215,-71.095483,42.347177,9/22/12 2:32 AM,453 Huntington Ave Boston Ma,-71.092777,42.339003
360523,9/16/12 2:19 AM,28 Tyler St Boston Ma 02111,-71.060764,42.350467,9/16/12 2:26 AM,21 Traverse St Boston Ma 02114,-71.060632,42.363954
393293,9/16/12 2:57 AM,520 Beacon St Boston Ma 02215,-71.090647,42.350557,9/16/12 3:00 AM,50 Symphony Rd Boston Ma 02115,-71.088405,42.342973
557136,9/22/12 2:20 AM,Unnamed Road Boston Ma,-71.0225,42.3654,9/22/12 2:30 AM,Arlington St Boston Ma,-71.071353,42.352867
